icp_number,meter_serial_number,channel_number,started_at,ended_at,value,unit_code,status
0006510507RN299,6AF08L013890,1,31/07/2017 20:00,31/07/2017 20:29,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,31/07/2017 20:30,31/07/2017 20:59,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,31/07/2017 21:00,31/07/2017 21:29,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,31/07/2017 21:30,31/07/2017 21:59,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,31/07/2017 22:00,31/07/2017 22:29,2.600,kWh,validated
0006510507RN299,6AF08L013890,1,31/07/2017 22:30,31/07/2017 22:59,2.100,kWh,validated
0006510507RN299,6AF08L013890,1,31/07/2017 23:00,31/07/2017 23:29,1.500,kWh,validated
0006510507RN299,6AF08L013890,1,31/07/2017 23:30,31/07/2017 23:59,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 00:00,01/08/2017 00:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 00:30,01/08/2017 00:59,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 01:00,01/08/2017 01:29,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 01:30,01/08/2017 01:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 02:00,01/08/2017 02:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 02:30,01/08/2017 02:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 03:00,01/08/2017 03:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 03:30,01/08/2017 03:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 04:00,01/08/2017 04:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 04:30,01/08/2017 04:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 05:00,01/08/2017 05:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 05:30,01/08/2017 05:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 06:00,01/08/2017 06:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 06:30,01/08/2017 06:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 07:00,01/08/2017 07:29,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 07:30,01/08/2017 07:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 08:00,01/08/2017 08:29,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 08:30,01/08/2017 08:59,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 09:00,01/08/2017 09:29,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 09:30,01/08/2017 09:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 10:00,01/08/2017 10:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 10:30,01/08/2017 10:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 11:00,01/08/2017 11:29,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 11:30,01/08/2017 11:59,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 12:00,01/08/2017 12:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 12:30,01/08/2017 12:59,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 13:00,01/08/2017 13:29,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 13:30,01/08/2017 13:59,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 14:00,01/08/2017 14:29,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 14:30,01/08/2017 14:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 15:00,01/08/2017 15:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 15:30,01/08/2017 15:59,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 16:00,01/08/2017 16:29,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 16:30,01/08/2017 16:59,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 17:00,01/08/2017 17:29,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 17:30,01/08/2017 17:59,1.700,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 18:00,01/08/2017 18:29,1.900,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 18:30,01/08/2017 18:59,1.500,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 19:00,01/08/2017 19:29,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 19:30,01/08/2017 19:59,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 20:00,01/08/2017 20:29,1.800,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 20:30,01/08/2017 20:59,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 21:00,01/08/2017 21:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 21:30,01/08/2017 21:59,1.900,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 22:00,01/08/2017 22:29,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 22:30,01/08/2017 22:59,2.800,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 23:00,01/08/2017 23:29,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,01/08/2017 23:30,01/08/2017 23:59,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 00:00,02/08/2017 00:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 00:30,02/08/2017 00:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 01:00,02/08/2017 01:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 01:30,02/08/2017 01:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 02:00,02/08/2017 02:29,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 02:30,02/08/2017 02:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 03:00,02/08/2017 03:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 03:30,02/08/2017 03:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 04:00,02/08/2017 04:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 04:30,02/08/2017 04:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 05:00,02/08/2017 05:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 05:30,02/08/2017 05:59,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 06:00,02/08/2017 06:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 06:30,02/08/2017 06:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 07:00,02/08/2017 07:29,2.300,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 07:30,02/08/2017 07:59,1.700,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 08:00,02/08/2017 08:29,2.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 08:30,02/08/2017 08:59,2.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 09:00,02/08/2017 09:29,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 09:30,02/08/2017 09:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 10:00,02/08/2017 10:29,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 10:30,02/08/2017 10:59,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 11:00,02/08/2017 11:29,1.700,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 11:30,02/08/2017 11:59,2.100,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 12:00,02/08/2017 12:29,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 12:30,02/08/2017 12:59,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 13:00,02/08/2017 13:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 13:30,02/08/2017 13:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 14:00,02/08/2017 14:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 14:30,02/08/2017 14:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 15:00,02/08/2017 15:29,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 15:30,02/08/2017 15:59,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 16:00,02/08/2017 16:29,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 16:30,02/08/2017 16:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 17:00,02/08/2017 17:29,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 17:30,02/08/2017 17:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 18:00,02/08/2017 18:29,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 18:30,02/08/2017 18:59,1.500,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 19:00,02/08/2017 19:29,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 19:30,02/08/2017 19:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 20:00,02/08/2017 20:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 20:30,02/08/2017 20:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 21:00,02/08/2017 21:29,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 21:30,02/08/2017 21:59,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 22:00,02/08/2017 22:29,2.600,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 22:30,02/08/2017 22:59,2.900,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 23:00,02/08/2017 23:29,2.500,kWh,validated
0006510507RN299,6AF08L013890,1,02/08/2017 23:30,02/08/2017 23:59,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 00:00,03/08/2017 00:29,1.700,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 00:30,03/08/2017 00:59,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 01:00,03/08/2017 01:29,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 01:30,03/08/2017 01:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 02:00,03/08/2017 02:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 02:30,03/08/2017 02:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 03:00,03/08/2017 03:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 03:30,03/08/2017 03:59,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 04:00,03/08/2017 04:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 04:30,03/08/2017 04:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 05:00,03/08/2017 05:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 05:30,03/08/2017 05:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 06:00,03/08/2017 06:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 06:30,03/08/2017 06:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 07:00,03/08/2017 07:29,2.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 07:30,03/08/2017 07:59,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 08:00,03/08/2017 08:29,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 08:30,03/08/2017 08:59,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 09:00,03/08/2017 09:29,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 09:30,03/08/2017 09:59,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 10:00,03/08/2017 10:29,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 10:30,03/08/2017 10:59,1.500,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 11:00,03/08/2017 11:29,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 11:30,03/08/2017 11:59,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 12:00,03/08/2017 12:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 12:30,03/08/2017 12:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 13:00,03/08/2017 13:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 13:30,03/08/2017 13:59,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 14:00,03/08/2017 14:29,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 14:30,03/08/2017 14:59,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 15:00,03/08/2017 15:29,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 15:30,03/08/2017 15:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 16:00,03/08/2017 16:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 16:30,03/08/2017 16:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 17:00,03/08/2017 17:29,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 17:30,03/08/2017 17:59,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 18:00,03/08/2017 18:29,2.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 18:30,03/08/2017 18:59,2.700,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 19:00,03/08/2017 19:29,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 19:30,03/08/2017 19:59,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 20:00,03/08/2017 20:29,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 20:30,03/08/2017 20:59,2.300,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 21:00,03/08/2017 21:29,2.700,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 21:30,03/08/2017 21:59,1.900,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 22:00,03/08/2017 22:29,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 22:30,03/08/2017 22:59,1.800,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 23:00,03/08/2017 23:29,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,03/08/2017 23:30,03/08/2017 23:59,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 00:00,04/08/2017 00:29,1.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 00:30,04/08/2017 00:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 01:00,04/08/2017 01:29,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 01:30,04/08/2017 01:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 02:00,04/08/2017 02:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 02:30,04/08/2017 02:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 03:00,04/08/2017 03:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 03:30,04/08/2017 03:59,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 04:00,04/08/2017 04:29,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 04:30,04/08/2017 04:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 05:00,04/08/2017 05:29,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 05:30,04/08/2017 05:59,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 06:00,04/08/2017 06:29,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 06:30,04/08/2017 06:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 07:00,04/08/2017 07:29,2.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 07:30,04/08/2017 07:59,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 08:00,04/08/2017 08:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 08:30,04/08/2017 08:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 09:00,04/08/2017 09:29,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 09:30,04/08/2017 09:59,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 10:00,04/08/2017 10:29,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 10:30,04/08/2017 10:59,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 11:00,04/08/2017 11:29,1.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 11:30,04/08/2017 11:59,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 12:00,04/08/2017 12:29,1.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 12:30,04/08/2017 12:59,1.600,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 13:00,04/08/2017 13:29,1.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 13:30,04/08/2017 13:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 14:00,04/08/2017 14:29,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 14:30,04/08/2017 14:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 15:00,04/08/2017 15:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 15:30,04/08/2017 15:59,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 16:00,04/08/2017 16:29,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 16:30,04/08/2017 16:59,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 17:00,04/08/2017 17:29,1.500,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 17:30,04/08/2017 17:59,1.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 18:00,04/08/2017 18:29,2.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 18:30,04/08/2017 18:59,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 19:00,04/08/2017 19:29,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 19:30,04/08/2017 19:59,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 20:00,04/08/2017 20:29,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 20:30,04/08/2017 20:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 21:00,04/08/2017 21:29,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 21:30,04/08/2017 21:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 22:00,04/08/2017 22:29,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 22:30,04/08/2017 22:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 23:00,04/08/2017 23:29,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,04/08/2017 23:30,04/08/2017 23:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 00:00,05/08/2017 00:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 00:30,05/08/2017 00:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 01:00,05/08/2017 01:29,1.500,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 01:30,05/08/2017 01:59,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 02:00,05/08/2017 02:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 02:30,05/08/2017 02:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 03:00,05/08/2017 03:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 03:30,05/08/2017 03:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 04:00,05/08/2017 04:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 04:30,05/08/2017 04:59,0.500,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 05:00,05/08/2017 05:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 05:30,05/08/2017 05:59,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 06:00,05/08/2017 06:29,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 06:30,05/08/2017 06:59,2.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 07:00,05/08/2017 07:29,1.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 07:30,05/08/2017 07:59,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 08:00,05/08/2017 08:29,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 08:30,05/08/2017 08:59,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 09:00,05/08/2017 09:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 09:30,05/08/2017 09:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 10:00,05/08/2017 10:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 10:30,05/08/2017 10:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 11:00,05/08/2017 11:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 11:30,05/08/2017 11:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 12:00,05/08/2017 12:29,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 12:30,05/08/2017 12:59,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 13:00,05/08/2017 13:29,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 13:30,05/08/2017 13:59,0.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 14:00,05/08/2017 14:29,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 14:30,05/08/2017 14:59,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 15:00,05/08/2017 15:29,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 15:30,05/08/2017 15:59,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 16:00,05/08/2017 16:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 16:30,05/08/2017 16:59,1.500,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 17:00,05/08/2017 17:29,0.800,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 17:30,05/08/2017 17:59,1.100,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 18:00,05/08/2017 18:29,1.900,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 18:30,05/08/2017 18:59,2.600,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 19:00,05/08/2017 19:29,3.600,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 19:30,05/08/2017 19:59,2.700,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 20:00,05/08/2017 20:29,2.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 20:30,05/08/2017 20:59,2.400,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 21:00,05/08/2017 21:29,2.200,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 21:30,05/08/2017 21:59,3.400,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 22:00,05/08/2017 22:29,2.600,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 22:30,05/08/2017 22:59,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 23:00,05/08/2017 23:29,1.300,kWh,validated
0006510507RN299,6AF08L013890,1,05/08/2017 23:30,05/08/2017 23:59,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 00:00,06/08/2017 00:29,2.100,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 00:30,06/08/2017 00:59,2.200,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 01:00,06/08/2017 01:29,1.400,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 01:30,06/08/2017 01:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 02:00,06/08/2017 02:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 02:30,06/08/2017 02:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 03:00,06/08/2017 03:29,0.700,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 03:30,06/08/2017 03:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 04:00,06/08/2017 04:29,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 04:30,06/08/2017 04:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 05:00,06/08/2017 05:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 05:30,06/08/2017 05:59,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 06:00,06/08/2017 06:29,0.200,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 06:30,06/08/2017 06:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 07:00,06/08/2017 07:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 07:30,06/08/2017 07:59,0.600,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 08:00,06/08/2017 08:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 08:30,06/08/2017 08:59,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 09:00,06/08/2017 09:29,0.300,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 09:30,06/08/2017 09:59,0.400,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 10:00,06/08/2017 10:29,1.000,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 10:30,06/08/2017 10:59,0.900,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 11:00,06/08/2017 11:29,2.000,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 11:30,06/08/2017 11:59,2.400,kWh,validated
0006510507RN299,6AF08L013890,1,06/08/2017 12:00,06/08/2017 12:29,2.500,kWh,validated
